gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000069867	0.4444402	-0.006207457	0.22514191	0.5764702	NA
ENSMUSG00000069874	20.3337	0.01847053	0.12933396	0.567736	0.8787949
ENSMUSG00000069890	0.1232803	0.00432117	0.2203023	0.690318	NA
ENSMUSG00000069892	32.33867	-0.01459011	0.12923605	0.6474307	0.90842
ENSMUSG00000069893	25.86514	-0.01846176	0.1285416	0.5843713	0.886393
ENSMUSG00000069895	455.3842	-0.05068372	0.09711056	0.4207389	0.8091204
ENSMUSG00000069899	13.65733	-0.100542	0.21684085	0.01100526	0.2449596
ENSMUSG00000069910	5.703464	-0.003951655	0.13722581	0.8315834	0.9629873
ENSMUSG00000069911	90.49089	-0.01718013	0.12053174	0.7136216	0.929691
ENSMUSG00000069913	2.05255	0.007884881	0.14173541	0.6400669	0.9057385
ENSMUSG00000069917	217.8263	-0.06173454	0.11789372	0.2467583	0.7002901
ENSMUSG00000069919	175.1956	0.01674384	0.10516335	0.7802595	0.9492114
ENSMUSG00000069920	44.83749	0.02718934	0.12568283	0.4952205	0.8476521
ENSMUSG00000069939	21.01642	0.0405387	0.19564039	0.07466472	0.4965396
ENSMUSG00000069972	7.935514	-0.03901966	0.15143053	0.1227824	0.5731489
ENSMUSG00000069986	0.1689326	0	0.21433687	1	NA
ENSMUSG00000069996	0.04285809	0	0.21433687	1	NA
ENSMUSG00000070000	530.4214	0.03121369	0.10677828	0.5998229	0.8937362
ENSMUSG00000070002	117.2633	-0.041279	0.10354592	0.4996928	0.8492073
ENSMUSG00000070003	303.1042	-0.04587674	0.10195099	0.4578786	0.8304605
ENSMUSG00000070025	1.583552	0.03834301	0.31979079	0.07056533	NA
ENSMUSG00000070031	5.163783	0.03193832	0.1844673	0.1155862	0.5647177
ENSMUSG00000070034	8.983609	-0.009223888	0.1348645	0.6738021	0.9175779
ENSMUSG00000070044	130.6367	-0.02097878	0.11554393	0.69094	0.9231984
ENSMUSG00000070047	1821.809	-0.03149351	0.09654986	0.6156792	0.8983881
ENSMUSG00000070056	277.7797	-0.01085972	0.10482264	0.8566448	0.9682976
ENSMUSG00000070063	2.032376	-0.01301007	0.15591297	0.4034323	0.8007678
ENSMUSG00000070072	0.9814731	0.009345329	0.213979	0.4468682	NA
ENSMUSG00000070101	0.2267747	-0.001491079	0.21427768	0.8889405	NA
ENSMUSG00000070166	0.05866477	0.0005962035	0.21423382	0.9552944	NA
ENSMUSG00000070167	14.79526	0.009290225	0.1343794	0.6796927	0.919447
ENSMUSG00000070178	0.5483508	0.01132851	0.25149099	0.3431219	NA
ENSMUSG00000070225	0.4399838	0.01118625	0.25068846	0.3480223	NA
ENSMUSG00000070249	0.04285809	0	0.21433687	1	NA
ENSMUSG00000070271	2.009525	0.02427418	0.21766529	0.1541022	0.6091396
ENSMUSG00000070282	50.01217	0.01509697	0.12556942	0.6971864	0.9252684
ENSMUSG00000070283	167.5856	0.05168504	0.11158185	0.3682619	0.7842494
ENSMUSG00000070284	58.89767	-0.05432021	0.11976326	0.2845708	0.7316153
ENSMUSG00000070287	81.6803	-0.005754195	0.11944292	0.9044416	0.9782434
ENSMUSG00000070291	0.8895116	-0.005799317	0.17404611	0.6389217	NA
ENSMUSG00000070304	2035.756	-0.006395443	0.09945645	0.9178004	0.9811911
ENSMUSG00000070305	40.01088	0.03451101	0.12273927	0.4439995	0.8231256
ENSMUSG00000070306	6.014934	-0.02433154	0.17155806	0.1835752	0.6411974
ENSMUSG00000070313	0.1269829	-0.0009229495	0.21396454	0.930981	NA
ENSMUSG00000070315	32.4529	-0.05554155	0.12644162	0.2033162	0.6597946
ENSMUSG00000070319	228.9395	-0.06759879	0.10982044	0.2549841	0.7091532
ENSMUSG00000070327	213.535	0.007836843	0.09690422	0.9002249	0.9770942
ENSMUSG00000070330	0.02828562	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000070332	1.008376	0.005126261	0.1559289	0.7001383	NA
ENSMUSG00000070336	5.338147	-0.05928751	0.24211731	0.0323366	0.3804584
ENSMUSG00000070337	5.247235	-0.07181144	0.31417398	0.02131869	0.3188538
ENSMUSG00000070342	12.13572	0.00708491	0.13692377	0.7152049	0.9301896
ENSMUSG00000070343	20.71159	-0.01042507	0.12718233	0.7686677	0.9461587
ENSMUSG00000070345	11.9413	0.01699025	0.13380691	0.4999331	0.8492082
ENSMUSG00000070348	146.6647	-0.09243626	0.11076225	0.1267608	0.579635
ENSMUSG00000070354	2.025619	0.003939641	0.14973191	0.7766654	0.9487672
ENSMUSG00000070360	1.165016	0.00694417	0.18027609	0.5756556	NA
ENSMUSG00000070366	15.31575	0.00440343	0.13043237	0.8769806	0.9722153
ENSMUSG00000070368	1.090679	0.00232558	0.17632138	0.843363	NA
ENSMUSG00000070369	1.603438	-0.003699288	0.15104798	0.7862747	NA
ENSMUSG00000070371	18.68333	0.00575008	0.13061788	0.8382564	0.9640237
ENSMUSG00000070372	350.1585	-0.00135881	0.10045596	0.9824266	0.9963455
ENSMUSG00000070388	0.2257642	-0.001151692	0.21406505	0.913997	NA
ENSMUSG00000070390	8.104799	-0.0133095	0.13425394	0.5735364	0.8819784
ENSMUSG00000070392	41.58155	0.0002071094	0.12717877	0.995288	0.999393
ENSMUSG00000070394	105.4827	0.04449234	0.10886791	0.4491275	0.8269378
ENSMUSG00000070407	5.189343	0.02737496	0.14870492	0.2074766	0.6637234
ENSMUSG00000070419	0.05978884	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000070420	66.72567	-0.008470687	0.11645255	0.8693967	0.9699071
ENSMUSG00000070421	1.067005	0.01076819	0.193074	0.4107195	NA
ENSMUSG00000070423	2.319524	-0.01393397	0.16335922	0.3600298	0.7802583
ENSMUSG00000070424	0.0392667	0	0.21433687	1	NA
ENSMUSG00000070425	16.41452	-0.006906684	0.13470283	0.7493039	0.9392418
ENSMUSG00000070426	188.8393	0.04678163	0.10759251	0.4321893	0.815255
ENSMUSG00000070427	25.34217	-0.01661448	0.13082604	0.5717632	0.8815053
ENSMUSG00000070436	51.24381	-0.1103861	0.13231834	0.03241465	0.3811345
ENSMUSG00000070443	1.96571	0.01489757	0.15519631	0.3606862	0.7802583
ENSMUSG00000070461	94.16512	-0.02082103	0.11484474	0.6968011	0.9250885
ENSMUSG00000070462	265.0348	0.008581386	0.09599787	0.891046	0.9762451
ENSMUSG00000070469	19.82049	0.04684959	0.13112485	0.2010179	0.6589928
ENSMUSG00000070471	7.116285	0.02358296	0.13557699	0.3553359	0.7772008
ENSMUSG00000070473	0.02828562	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000070476	402.589	0.05687082	0.09433669	0.3690832	0.7842494
ENSMUSG00000070489	0.4886818	0.00868893	0.22375935	0.4640935	NA
ENSMUSG00000070490	1.482448	0.0005830046	0.14699523	0.966939	NA
ENSMUSG00000070493	1035.867	-0.03078001	0.09578167	0.6242131	0.9000158
ENSMUSG00000070495	0.3626828	0.003078535	0.21092461	0.7785914	NA
ENSMUSG00000070498	1690.028	0.06386113	0.09104561	0.3140481	0.7518043
ENSMUSG00000070501	0.3464308	0	0.21433687	1	NA
ENSMUSG00000070504	0.4610726	0.002091292	0.19141189	0.8538904	NA
ENSMUSG00000070509	110.4828	0.0179556	0.12813252	0.6019492	0.8942107
ENSMUSG00000070520	139.0777	-0.1206829	0.10675602	0.05809182	0.4590633
ENSMUSG00000070522	2.585152	0.02388341	0.18981304	0.1703998	0.6288307
ENSMUSG00000070524	1.583948	-0.01992477	0.21366336	0.2028702	NA
ENSMUSG00000070526	1.358896	0.003016556	0.15556806	0.8164002	NA
ENSMUSG00000070527	7.092702	-0.01697355	0.13497313	0.4782519	0.8396455
ENSMUSG00000070532	36.01854	-0.1040063	0.13394538	0.03565906	0.3949846
ENSMUSG00000070544	536.9099	0.1194123	0.10686239	0.06038907	0.4636946
ENSMUSG00000070564	0.6529336	0.01590771	0.22740982	0.2610112	NA
ENSMUSG00000070565	808.7618	0.3014417	0.12506355	5.286574e-05	0.01506186
ENSMUSG00000070568	0.1126217	0	0.21433687	1	NA
ENSMUSG00000070570	593.5898	2.46348	1.79938982	5.476457e-05	0.01517569
ENSMUSG00000070572	0.5402085	0.006425468	0.17645076	0.6045812	NA
ENSMUSG00000070574	0.7674573	-0.004980667	0.17052255	0.6864459	NA
ENSMUSG00000070576	591.6047	0.07436194	0.11492747	0.1903085	0.6485688
ENSMUSG00000070577	0.4736653	0.003740771	0.19646046	0.7432433	NA
ENSMUSG00000070583	22.7718	0.01460487	0.12392499	0.725441	0.9337414
ENSMUSG00000070601	8.265356	1.385064	1.40394349	0.0001170363	0.02330532
ENSMUSG00000070604	7.642234	0.002360106	0.13189879	0.9261159	0.9826938
ENSMUSG00000070605	11.62814	-0.001749568	0.1320611	0.9444814	0.9863448
ENSMUSG00000070610	14.50307	-0.03332209	0.13013378	0.3305697	0.7607581
ENSMUSG00000070632	25.26905	-0.05409818	0.13169678	0.1555847	0.6117353
ENSMUSG00000070637	6.57402	-0.003164921	0.13233622	0.8980237	0.9770942
ENSMUSG00000070639	935.648	0.2051664	0.1010973	0.002503728	0.1295155
ENSMUSG00000070641	0.4135409	0.01003826	0.22002037	0.4170041	NA
ENSMUSG00000070643	36.86075	-0.0416887	0.12692655	0.3017904	0.7432925
ENSMUSG00000070644	9.200404	-0.03770912	0.14788931	0.1390172	0.5897563
ENSMUSG00000070667	0.3657632	0.005358606	0.21650264	0.6319157	NA
ENSMUSG00000070683	2.653268	0.001485423	0.14074317	0.9265751	0.9826938
ENSMUSG00000070687	58.72655	0.01780556	0.12331436	0.6771881	0.918676
ENSMUSG00000070690	1.801645	0.01551894	0.17314291	0.3070246	NA
ENSMUSG00000070691	0.477073	0.00705852	0.23003267	0.5278737	NA
ENSMUSG00000070692	0.5001266	-0.00691519	0.20261909	0.5606754	NA
ENSMUSG00000070695	896.3087	0.04182229	0.08793312	0.5066313	0.8511416
ENSMUSG00000070697	97.20997	0.006305221	0.11425175	0.9065267	0.9786372
ENSMUSG00000070699	39.45303	-0.07014738	0.12238284	0.1629546	0.6196624
ENSMUSG00000070702	0.1750434	0	0.21433687	1	NA
ENSMUSG00000070705	148.6304	-0.04288061	0.10082415	0.4895277	0.8450209
ENSMUSG00000070708	0.2896433	-0.00281623	0.21579999	0.7934823	NA
ENSMUSG00000070709	147.3934	0.1700975	0.12044378	0.008476261	0.2207458
ENSMUSG00000070713	34.95025	-0.02950374	0.12717369	0.4354001	0.8174605
ENSMUSG00000070717	1.391895	0.01500988	0.19564515	0.2951491	NA
ENSMUSG00000070720	37.34118	-0.01470876	0.12766617	0.6734146	0.9173881
ENSMUSG00000070729	7.146073	-0.01676279	0.13204339	0.5417542	0.8694062
ENSMUSG00000070730	247.6301	0.00406275	0.10839157	0.9443254	0.9862931
ENSMUSG00000070732	0.3775483	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000070733	1062.203	-0.006686993	0.10819247	0.9087006	0.9789544
ENSMUSG00000070737	19.58486	-0.007277926	0.12772388	0.8313399	0.9627656
ENSMUSG00000070738	804.6765	0.02970311	0.09421075	0.637149	0.9048445
ENSMUSG00000070777	0.04285809	0	0.21433687	1	NA
ENSMUSG00000070780	2.304329	-0.01065722	0.15450273	0.4762218	0.8384021
ENSMUSG00000070794	0.2482775	0.005063699	0.22244728	0.6430514	NA
ENSMUSG00000070802	2334.151	-0.1061413	0.11566726	0.07386989	0.4952046
ENSMUSG00000070803	30.23321	0.03158314	0.1359223	0.2577855	0.7111471
ENSMUSG00000070806	2.286298	-0.000875485	0.14700358	0.9503996	0.9885117
ENSMUSG00000070808	61.44922	0.03238478	0.13691078	0.2395059	0.6935745
ENSMUSG00000070814	129.5279	0.005184195	0.11108405	0.9266958	0.9826938
ENSMUSG00000070822	284.8585	-0.05548239	0.11564883	0.310094	0.7496908
ENSMUSG00000070823	93.70901	0.04365758	0.10900078	0.4568467	0.8301438
ENSMUSG00000070837	0.5450995	0.006702559	0.19310153	0.5777114	NA
ENSMUSG00000070847	0.1722446	0	0.21433687	1	NA
ENSMUSG00000070858	63.87013	-0.1227209	0.13214029	0.02361334	0.3352444
ENSMUSG00000070866	235.2523	0.0859523	0.11801239	0.1237204	0.5748989
ENSMUSG00000070867	3.971872	0.01575817	0.14649287	0.3816974	0.7925414
ENSMUSG00000070871	185.6176	0.007211473	0.10905246	0.9006704	0.9770942
ENSMUSG00000070873	0.7990129	0.002374321	0.16734935	0.8445868	NA
ENSMUSG00000070877	0.8041084	0.006121904	0.19233254	0.6078952	NA
ENSMUSG00000070880	3575.729	-0.03137599	0.0895659	0.618615	0.8989145
ENSMUSG00000070883	11.9526	0.08039342	0.21517625	0.01845346	0.3050331
ENSMUSG00000070891	2.895687	0.02790808	0.18197607	0.1426856	0.594732
ENSMUSG00000070900	0.04285809	0	0.21433687	1	NA
ENSMUSG00000070923	1382.894	0.05339713	0.09859044	0.3949596	0.7977898
ENSMUSG00000070933	0.174108	0	0.21433687	1	NA
ENSMUSG00000070934	350.2074	0.02658145	0.09818549	0.6701373	0.9158873
ENSMUSG00000070939	337.5672	0.01588154	0.09874519	0.7984256	0.9541456
ENSMUSG00000070942	9.407465	0.09060888	0.21788002	0.01397792	0.2648477
ENSMUSG00000070953	85.78819	-0.02507271	0.10665675	0.6730517	0.9173881
ENSMUSG00000070960	0.2242018	0.006232964	0.22648539	0.5735153	NA
ENSMUSG00000070972	32.36913	-0.008883432	0.12316851	0.8346768	0.9639276
ENSMUSG00000070980	0.44617	-9.368629e-05	0.20077355	0.9932268	NA
ENSMUSG00000070985	0.3427017	-0.002928614	0.20925981	0.7896834	NA
ENSMUSG00000070990	1.07602	-0.001144147	0.17219509	0.92294	NA
ENSMUSG00000070997	5.097768	-0.009779013	0.13485999	0.6573983	0.9126184
ENSMUSG00000070999	0.1605336	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000071001	3.596867	-0.004679008	0.14056263	0.7782889	0.9490441
ENSMUSG00000071005	0.398302	-0.005186393	0.22158677	0.6368085	NA
ENSMUSG00000071014	194.8642	0.076189	0.1120959	0.1942335	0.6529409
ENSMUSG00000071015	7.360828	0.07844153	0.22579538	0.01875571	0.3072298
ENSMUSG00000071033	8.148908	0.2471943	0.94401957	0.004010202	0.1599513
ENSMUSG00000071035	8.172221	-0.005440873	0.1322395	0.8281727	0.9619344
ENSMUSG00000071036	1.216279	0.03205177	0.35208758	0.0847013	NA
ENSMUSG00000071037	29.06957	0.03594395	0.12589415	0.3783944	0.7905681
ENSMUSG00000071040	0.07489038	0	0.21433687	1	NA
ENSMUSG00000071041	6.620263	0.007620519	0.13100507	0.7824385	0.949291
ENSMUSG00000071042	109.481	-0.02893446	0.11824592	0.5648597	0.8776439
ENSMUSG00000071052	1.108471	0.002351686	0.14863327	0.8652574	NA
ENSMUSG00000071054	506.8343	-0.005809353	0.10047022	0.9249779	0.9826
ENSMUSG00000071064	563.166	-0.003185277	0.10639958	0.9571669	0.9905004
ENSMUSG00000071068	1.983615	-0.03097827	0.21386917	0.1081044	0.5548216
ENSMUSG00000071072	679.3786	0.04039208	0.09149984	0.5224943	0.8584829
ENSMUSG00000071073	90.47886	-0.1011139	0.11894975	0.07639149	0.4999153
ENSMUSG00000071074	153.2664	0.05086957	0.11373854	0.3624562	0.7810574
ENSMUSG00000071076	455.983	-0.09929746	0.09768889	0.121412	0.5731489
ENSMUSG00000071078	26.47935	0.003548899	0.12865952	0.911919	0.9796993
ENSMUSG00000071083	9.180326	0.05817056	0.15761787	0.05765661	0.4585135
ENSMUSG00000071084	0.1269829	-0.0009229495	0.21396454	0.930981	NA
ENSMUSG00000071089	0.3283589	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000071102	0.2086664	0.003673017	0.21871787	0.7333934	NA
ENSMUSG00000071103	50.70287	-0.06106698	0.12715592	0.1655669	0.6230772
ENSMUSG00000071104	6.880902	0.02166811	0.13523805	0.3893639	0.7959269
ENSMUSG00000071112	7.087122	-0.03507171	0.14287663	0.1748966	0.6314695
ENSMUSG00000071113	0.3416995	0.002251322	0.20859874	0.8367223	NA
ENSMUSG00000071141	0.134336	0.003188287	0.21714763	0.7670405	NA
ENSMUSG00000071151	0.6095199	0.01644961	0.22317795	0.2528442	NA
ENSMUSG00000071172	1130.064	0.113469	0.10833944	0.07097282	0.4893571
ENSMUSG00000071176	518.014	-0.03017376	0.1026634	0.6221891	0.8995653
ENSMUSG00000071180	227.2131	0.09729348	0.11328675	0.1033374	0.5509506
ENSMUSG00000071181	7.273423	-0.01177049	0.13703659	0.5672987	0.8786322
ENSMUSG00000071192	4.853574	-0.008685799	0.13967843	0.6297377	0.9018026
ENSMUSG00000071195	0.04285809	0	0.21433687	1	NA
ENSMUSG00000071202	1.383528	-0.02093115	0.23757058	0.1833157	NA
ENSMUSG00000071203	9.294866	0.02018302	0.13172595	0.4829731	0.8419635
ENSMUSG00000071226	51.04468	0.07186428	0.12717367	0.1206029	0.5719666
ENSMUSG00000071229	0.2348322	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000071234	372.9685	0.01773976	0.11988655	0.7099352	0.9291425
ENSMUSG00000071235	2.486583	-0.03656892	0.21293968	0.08305781	0.5085474
ENSMUSG00000071252	188.6781	0.1045282	0.1134028	0.08301422	0.5085474
ENSMUSG00000071253	251.1139	0.03176714	0.10663872	0.5938952	0.8902058
ENSMUSG00000071256	56.85514	0.01602487	0.11805954	0.7480513	0.9389454
ENSMUSG00000071262	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000071265	288.0084	-0.03334445	0.10062657	0.5902435	0.8893994
ENSMUSG00000071266	100.949	0.04936807	0.11246075	0.3840299	0.7940878
ENSMUSG00000071267	212.1437	0.4144469	0.22164789	9.743359e-06	0.005901368
ENSMUSG00000071273	0.06349146	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000071281	114.6038	-0.09102424	0.11679045	0.1114814	0.5597119
ENSMUSG00000071291	65.67097	0.02588145	0.11408662	0.6336351	0.903263
ENSMUSG00000071302	220.5242	0.02333826	0.09407016	0.7107411	0.9291425
ENSMUSG00000071303	1.182145	0.01696387	0.20053216	0.2541498	NA
ENSMUSG00000071317	8.695593	-0.01691297	0.13366726	0.5043037	0.8508023
ENSMUSG00000071322	0.5246028	0.0136893	0.2319401	0.3046886	NA
ENSMUSG00000071324	64.90236	-0.009576357	0.11584471	0.8543712	0.9678315
ENSMUSG00000071332	1.772966	0.01671924	0.22477121	0.247433	NA
ENSMUSG00000071335	0.9599657	0.007523437	0.19179029	0.5393108	NA
ENSMUSG00000071337	1107.71	0.01269225	0.09136016	0.8402822	0.9643866
ENSMUSG00000071340	0.8227494	0.004121821	0.18280734	0.726877	NA
ENSMUSG00000071341	60.94863	0.01524354	0.12725291	0.6696733	0.9156138
ENSMUSG00000071342	1.928199	0.01562313	0.20090228	0.2791235	0.7276468
ENSMUSG00000071343	2.271073	0.01397927	0.14475477	0.4327713	0.8156414
ENSMUSG00000071347	1.443667	-0.00869207	0.16286372	0.5232773	NA
ENSMUSG00000071350	57.7117	0.06897218	0.11475698	0.2216671	0.6763969
ENSMUSG00000071356	0.3045328	0.001488347	0.21354457	0.8893999	NA
ENSMUSG00000071359	420.7661	-0.07595164	0.0909172	0.2324331	0.6859751
ENSMUSG00000071362	1.01236	-0.01037714	0.17040637	0.4480445	NA
ENSMUSG00000071369	367.1773	0.002779797	0.09174526	0.9647811	0.9917664
ENSMUSG00000071379	165.4761	-0.1249029	0.15016791	0.01288652	0.2579951
ENSMUSG00000071392	1.26523	0.01078941	0.18038769	0.4212974	NA
ENSMUSG00000071398	4.186415	-0.004361594	0.14062298	0.7919156	0.9524163
ENSMUSG00000071414	0.8589748	-0.00903804	0.18023375	0.4844993	NA
ENSMUSG00000071415	1004.075	0.007323911	0.11021947	0.8977463	0.9770942
ENSMUSG00000071419	1.4942	0.006789064	0.14806248	0.6465728	NA
ENSMUSG00000071424	537.0102	0.0763173	0.10749149	0.2105265	0.6664775
ENSMUSG00000071434	0.1026469	0.006263472	0.22689982	0.5714136	NA
ENSMUSG00000071451	25.60689	-0.03656912	0.13012218	0.2969971	0.7406586
ENSMUSG00000071454	1043.802	0.09361365	0.08158379	0.1322827	0.5844408
ENSMUSG00000071456	82.20697	0.01184416	0.11290951	0.8293772	0.9620447
ENSMUSG00000071477	162.4877	-0.0984293	0.11598759	0.09208648	0.5304338
ENSMUSG00000071478	18.33087	-0.01711113	0.13705227	0.4421009	0.8221792
ENSMUSG00000071489	2.162967	0.0158131	0.16089295	0.3246428	0.7584705
ENSMUSG00000071491	0.06349146	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000071497	18.00204	-0.1767477	0.56204669	0.004027681	0.1600614
ENSMUSG00000071510	0.4399838	0.01118625	0.25068846	0.3480223	NA
ENSMUSG00000071516	7.076281	-0.01647231	0.13801634	0.4418605	0.8221792
ENSMUSG00000071522	1.05026	0	0.21433687	1	NA
ENSMUSG00000071528	371.2571	-0.001185706	0.10935481	0.9835637	0.9966454
ENSMUSG00000071531	9.555877	-0.0238872	0.1364453	0.3386098	0.7646447
ENSMUSG00000071532	13.80365	-0.01249871	0.13384294	0.6015352	0.8941192
ENSMUSG00000071533	907.2935	0.09906711	0.09397344	0.1226775	0.5731489
ENSMUSG00000071537	1.162835	-0.01296904	0.18890392	0.3488122	NA
ENSMUSG00000071540	1.756519	0.009845071	0.15340831	0.5070442	NA
ENSMUSG00000071547	16.18456	-0.02080858	0.12914608	0.5290858	0.8620406
ENSMUSG00000071550	88.63049	-0.05260641	0.13011677	0.1789098	0.6370371
ENSMUSG00000071551	0.4580874	-0.006111582	0.20196245	0.6020221	NA
ENSMUSG00000071553	8.068033	-0.008457375	0.13604413	0.6801088	0.9196313
ENSMUSG00000071567	246.8008	0.3511112	0.21619713	4.665913e-05	0.01464543
ENSMUSG00000071568	0.4016328	-0.0002641813	0.20607734	0.9806458	NA
ENSMUSG00000071573	7.207144	-0.0255203	0.14203839	0.2622766	0.7167035
ENSMUSG00000071586	0.0392667	0	0.21433687	1	NA
ENSMUSG00000071591	0.2993633	-0.002816231	0.21579999	0.7934823	NA
ENSMUSG00000071604	60.21705	0.006775187	0.1190446	0.8888058	0.9753374
ENSMUSG00000071632	56.75479	-0.03540042	0.11855209	0.4819274	0.8414464
ENSMUSG00000071633	0.5984858	0.008887206	0.19534111	0.4779382	NA
ENSMUSG00000071636	43.03499	0.1263609	0.14406279	0.01452513	0.2679192
ENSMUSG00000071637	10.05085	0.02950416	0.13456697	0.2967908	0.7405977
ENSMUSG00000071640	0.2956131	0.005148008	0.20651733	0.6519981	NA
ENSMUSG00000071644	1475.504	-0.2106355	0.09465158	0.001682819	0.105122
ENSMUSG00000071645	155.661	-0.02357503	0.1113681	0.6761559	0.9183222
ENSMUSG00000071646	266.2584	-0.1053804	0.10230167	0.09857784	0.5429991
ENSMUSG00000071647	37.52225	-0.0968153	0.13330752	0.04415707	0.4288343
ENSMUSG00000071648	18.42935	-0.03872055	0.13294728	0.2346541	0.6880239
ENSMUSG00000071649	295.6303	-0.05630173	0.10570153	0.3543369	0.7766557
ENSMUSG00000071650	656.6605	-0.08252119	0.08311307	0.1867031	0.6435055
ENSMUSG00000071652	119.4813	-0.05390884	0.11262456	0.3430926	0.7675302
ENSMUSG00000071653	48.65684	-0.03779933	0.13322114	0.2382903	0.6923279
ENSMUSG00000071654	56.07904	-0.04465562	0.12429113	0.3137723	0.7518043
ENSMUSG00000071655	202.5738	-0.0483762	0.11924433	0.3398648	0.7652733
ENSMUSG00000071656	3.71613	-0.01918448	0.14660758	0.3180066	0.7550211
ENSMUSG00000071657	342.6172	-0.06171931	0.09639001	0.3291828	0.7605488
ENSMUSG00000071658	259.551	-0.01620848	0.11763193	0.747708	0.9389454
ENSMUSG00000071659	929.2579	0.04798239	0.11117086	0.4042121	0.8014173
ENSMUSG00000071660	192.8146	-0.01849544	0.100867	0.7641994	0.9443374
ENSMUSG00000071661	33.57851	-0.03515933	0.12313111	0.4307276	0.8134892
ENSMUSG00000071662	196.0016	-0.05010746	0.11513125	0.35959	0.7801367
ENSMUSG00000071665	11.65758	-0.02609566	0.13809355	0.2905994	0.7355209
ENSMUSG00000071669	149.6056	-0.009604187	0.1124727	0.862109	0.9693034
ENSMUSG00000071671	0.9148975	0.003768963	0.17182753	0.7552332	NA
ENSMUSG00000071679	16.07574	0.04838368	0.1324632	0.1770291	0.6344197
ENSMUSG00000071691	20.26801	0.04266417	0.1356287	0.1786189	0.6362462
ENSMUSG00000071708	689.8961	0.001647576	0.0893521	0.9791069	0.995443
ENSMUSG00000071711	76.77669	-0.06462738	0.12431339	0.1741419	0.6313121
ENSMUSG00000071713	6.989835	0.02447651	0.14194074	0.2750958	0.7244738
ENSMUSG00000071714	1.839951	-0.00517463	0.15500645	0.6997196	NA
ENSMUSG00000071715	4.616678	0.0156947	0.14141432	0.4208476	0.8091204
ENSMUSG00000071716	0.1969508	0	0.21433687	1	NA
ENSMUSG00000071719	74.20796	-0.04926858	0.11615879	0.3593157	0.7799071
ENSMUSG00000071722	9.871393	-0.01643016	0.13490522	0.4906709	0.8452549
ENSMUSG00000071723	200.4082	-0.04711563	0.108022	0.42728	0.8119631
ENSMUSG00000071724	1.611973	-0.003662985	0.15019488	0.7901939	NA
ENSMUSG00000071745	8.984866	-0.02876849	0.20840779	0.122785	0.5731489
ENSMUSG00000071748	132.9079	0.1644828	0.13688768	0.006710705	0.2060801
